region_id,intervention,area_ha,hotspot_score_mean,mean_excess_heat_c,mean_night_cooling_c,cooling_deficit_c,cooling_leverage_factor,feasible_fraction,proxy_mean_cooling_c,proxy_max_cooling_c,proxy_hotspot_freq_reduction_pct,priority_score
41,cool_roof,65.25,2.076631546020508,4.598598957061768,6.307901859283447,0.6459504961967468,1.6459504961967468,1.0,1.565277099609375,1.9456955194473267,34.03813018323073,349.09848470382326
41,urban_greening,65.25,2.076631546020508,4.598598957061768,6.307901859283447,0.6459504961967468,1.6459504961967468,1.0,1.8686718940734863,2.333627700805664,40.635678638683835,416.76360485467757
41,cool_pavement,65.25,2.076631546020508,4.598598957061768,6.307901859283447,0.6459504961967468,1.6459504961967468,1.0,1.1618820428848267,1.4577631950378418,25.26600066093175,259.1306425404795
42,cool_roof,7.109999999999999,1.9109985828399658,5.351744651794434,6.563429355621338,0.38791969418525696,1.387919694185257,1.0,1.52816641330719,1.63950514793396,28.55454646541848,28.81807414374074
42,urban_greening,7.109999999999999,1.9109985828399658,5.351744651794434,6.563429355621338,0.38791969418525696,1.387919694185257,1.0,1.8233140707015991,1.959395170211792,34.06952665595217,34.38395165555967
42,cool_pavement,7.109999999999999,1.9109985828399658,5.351744651794434,6.563429355621338,0.38791969418525696,1.387919694185257,1.0,1.1330183744430542,1.2196152210235596,21.1710096082995,21.36639520185359
43,cool_roof,19.439999999999998,2.2462124824523926,6.572445869445801,7.616837024688721,0.0,1.0,1.0,1.6032723188400269,1.6814601421356201,24.393845924138702,70.00908334158184
43,urban_greening,19.439999999999998,2.2462124824523926,6.572445869445801,7.616837024688721,0.0,1.0,1.0,1.9151105880737305,2.0106735229492188,29.138476392430384,83.62592879156264
43,cool_pavement,19.439999999999998,2.2462124824523926,6.572445869445801,7.616837024688721,0.0,1.0,1.0,1.1914339065551758,1.2522467374801636,18.127709687103735,52.02559457918916
44,cool_roof,14.04,1.9552295207977295,5.171152591705322,5.2337965965271,1.7157459259033203,2.7157459259033203,1.0,1.5380765199661255,1.7022207975387573,29.7433984530498,114.66527912672892
44,urban_greening,14.04,1.9552295207977295,5.171152591705322,5.2337965965271,1.7157459259033203,2.7157459259033203,1.0,1.835426926612854,2.0360474586486816,35.49357506016998,136.83307567910356
44,cool_pavement,14.04,1.9552295207977295,5.171152591705322,5.2337965965271,1.7157459259033203,2.7157459259033203,1.0,1.140726089477539,1.2683939933776855,22.05941652751258,85.04237192305928
45,cool_roof,16.47,1.7264405488967896,4.250468730926514,7.042620658874512,0.022004546597599983,1.0220045465976,1.0,1.4868154525756836,1.653199553489685,34.980035066664016,43.20710027840877
45,urban_greening,16.47,1.7264405488967896,4.250468730926514,7.042620658874512,0.022004546597599983,1.0220045465976,1.0,1.7727744579315186,1.9761327505111694,41.70774025539274,51.51711575377904
45,cool_pavement,16.47,1.7264405488967896,4.250468730926514,7.042620658874512,0.022004546597599983,1.0220045465976,1.0,1.1008564233779907,1.2302663326263428,25.899647616935344,31.991067751296498
46,cool_roof,8.82,2.6894795894622803,6.153550148010254,7.897950649261475,0.0,1.0,1.0,1.7025880813598633,1.9526028633117676,27.668387197760854,40.38744938577763
46,urban_greening,8.82,2.6894795894622803,6.153550148010254,7.897950649261475,0.0,1.0,1.0,2.03649640083313,2.3420701026916504,33.094658397992085,48.30815874575714
46,cool_pavement,8.82,2.6894795894622803,6.153550148010254,7.897950649261475,0.0,1.0,1.0,1.2686796188354492,1.4631356000900269,20.617035505035673,30.094615634546084
47,cool_roof,13.68,1.9132875204086304,5.1227827072143555,5.811951637268066,1.1375917196273804,2.1375917196273804,1.0,1.5286792516708374,1.6487468481063843,29.840798234873716,85.5278324421787
